track_id,track_name,artist,genre,danceability,energy,loudness,tempo,valence,duration_ms,popularity,streams,country,subscription_plan,payment_method,revenue_usd
437,Song_437,Artist_190,Country,0.652,0.223,-14.07,174.32,0.165,178100,33,1720533,France,Premium,Google Pay,9.24
438,Song_438,Artist_125,Rock,0.444,0.25,-14.84,197.97,0.913,129642,22,419396,Japan,Free,Google Pay,0.0
439,Song_439,Artist_150,Latin,0.938,0.62,-10.93,191.11,0.389,220844,31,107973,Brazil,Free,PayPal,0.0
440,Song_440,Artist_58,Pop,0.701,0.761,-14.97,109.87,0.524,316215,24,982080,Australia,Free,Google Pay,0.0
441,Song_441,Artist_58,Pop,0.233,0.368,-14.93,115.9,0.71,170483,3,745560,Brazil,Free,Credit Card,0.0
442,Song_442,Artist_86,Latin,0.445,0.763,-24.64,164.44,0.093,185293,33,1022660,Japan,Premium,Google Pay,11.4
443,Song_443,Artist_49,Indie,0.667,0.832,-21.17,78.77,0.267,195450,94,1087049,Brazil,Free,Debit Card,0.0
444,Song_444,Artist_180,R&B,0.242,0.521,-14.25,103.96,0.799,216629,26,787573,UK,Premium,Debit Card,9.67
445,Song_445,Artist_170,Latin,0.218,0.782,-6.9,76.6,0.826,233140,98,1818237,Germany,Premium,PayPal,5.0
446,Song_446,Artist_70,Indie,0.538,0.515,-18.87,123.68,0.386,169508,51,1578519,Germany,Premium,PayPal,6.1
447,Song_447,Artist_15,Jazz,0.45,0.729,-13.5,137.28,0.387,227815,86,707610,Japan,Free,Apple Pay,0.0
448,Song_448,Artist_54,Country,0.529,0.796,-17.41,89.56,0.731,251651,30,1420786,Japan,Premium,Google Pay,9.25
449,Song_449,Artist_188,Hip-Hop,0.397,0.974,-22.69,63.73,0.316,132587,35,850403,Australia,Premium,Debit Card,6.7
450,Song_450,Artist_101,R&B,0.324,0.469,-3.92,160.71,0.155,186181,25,619426,India,Free,Apple Pay,0.0
451,Song_451,Artist_8,Classical,0.717,0.521,-6.2,62.8,0.282,299542,28,1218805,USA,Premium,PayPal,4.91
452,Song_452,Artist_53,R&B,0.586,0.329,-23.27,196.28,0.399,267000,97,772334,France,Free,Credit Card,0.0
453,Song_453,Artist_60,Hip-Hop,0.35,0.359,-9.16,91.03,0.097,212345,87,1963692,Spain,Premium,Google Pay,10.32
454,Song_454,Artist_108,Rock,0.44,0.741,-17.35,152.95,0.481,163591,26,26785,Canada,Premium,Apple Pay,8.65
455,Song_455,Artist_5,Country,0.644,0.915,-3.11,120.87,0.716,151901,73,1279759,UK,Premium,Credit Card,4.33
456,Song_456,Artist_103,Pop,0.254,0.508,-18.35,68.35,0.512,213411,8,1712324,UK,Free,PayPal,0.0
457,Song_457,Artist_196,Indie,0.311,0.34,-19.75,126.11,0.115,259571,97,879672,USA,Free,Debit Card,0.0
458,Song_458,Artist_6,Latin,0.255,0.422,-12.51,132.35,0.446,251305,15,316101,Canada,Premium,Apple Pay,7.19
459,Song_459,Artist_109,Latin,0.809,0.555,-6.63,179.66,0.688,268490,49,103808,Australia,Free,Apple Pay,0.0
460,Song_460,Artist_116,Pop,0.764,0.427,-20.76,162.53,0.102,179566,8,296885,USA,Premium,PayPal,6.05
461,Song_461,Artist_94,R&B,0.765,0.382,-9.39,71.1,0.104,135246,55,1150818,USA,Free,PayPal,0.0
462,Song_462,Artist_47,Country,0.737,0.774,-23.65,89.28,0.384,289857,85,1277585,USA,Premium,Debit Card,10.79
463,Song_463,Artist_99,Electronic,0.702,0.206,-4.78,103.66,0.225,223425,58,1311805,Japan,Free,Debit Card,0.0
464,Song_464,Artist_55,Indie,0.558,0.621,-23.22,76.3,0.891,233400,3,1925651,Brazil,Free,Debit Card,0.0
465,Song_465,Artist_168,Jazz,0.682,0.819,-4.89,123.97,0.573,154503,9,1878764,France,Premium,Credit Card,10.37
466,Song_466,Artist_52,Hip-Hop,0.229,0.408,-14.2,197.8,0.309,255349,14,867407,Germany,Free,Credit Card,0.0
467,Song_467,Artist_144,R&B,0.666,0.671,-15.14,132.05,0.684,186477,91,1829123,USA,Free,PayPal,0.0
468,Song_468,Artist_13,Classical,0.783,0.722,-3.59,163.86,0.387,251421,20,1664435,USA,Free,Apple Pay,0.0
469,Song_469,Artist_114,Rock,0.575,0.711,-3.21,155.61,0.169,212798,4,1916619,Japan,Premium,Credit Card,5.08
470,Song_470,Artist_124,Latin,0.468,0.548,-10.7,178.99,0.264,318013,24,948899,India,Free,PayPal,0.0
471,Song_471,Artist_106,R&B,0.408,0.47,-22.2,90.2,0.628,193000,91,1658292,Brazil,Premium,Credit Card,3.52
472,Song_472,Artist_158,Rock,0.682,0.852,-13.86,165.54,0.097,264580,76,575584,Brazil,Premium,Debit Card,6.52
473,Song_473,Artist_147,Hip-Hop,0.72,0.792,-13.36,183.39,0.295,217565,28,385660,Spain,Free,PayPal,0.0
474,Song_474,Artist_145,Latin,0.853,0.451,-13.68,84.01,0.237,230123,99,1917255,Spain,Free,Debit Card,0.0
475,Song_475,Artist_120,Latin,0.457,0.28,-12.47,108.55,0.231,187081,88,619288,Spain,Free,Google Pay,0.0
476,Song_476,Artist_63,Electronic,0.777,0.256,-24.59,195.81,0.664,310167,31,64927,Australia,Premium,Apple Pay,8.16
477,Song_477,Artist_19,R&B,0.621,0.274,-9.35,169.31,0.793,236434,67,1365536,Spain,Premium,Debit Card,5.16
478,Song_478,Artist_92,Country,0.862,0.655,-9.33,99.56,0.694,148957,94,391996,Australia,Free,Apple Pay,0.0
479,Song_479,Artist_58,Pop,0.596,0.24,-22.46,138.95,0.631,258968,64,635044,Australia,Premium,PayPal,9.96
480,Song_480,Artist_183,Pop,0.588,0.463,-12.45,116.61,0.875,225634,91,48972,Australia,Free,Google Pay,0.0
481,Song_481,Artist_90,Jazz,0.633,0.787,-12.5,128.6,0.103,255360,17,1758733,Australia,Free,Apple Pay,0.0
482,Song_482,Artist_117,Classical,0.762,0.43,-9.99,109.72,0.201,276816,6,1530544,Brazil,Premium,Credit Card,4.83
483,Song_483,Artist_62,Rock,0.924,0.795,-23.12,99.11,0.423,141150,82,1375436,Japan,Premium,PayPal,3.13
484,Song_484,Artist_23,R&B,0.255,0.781,-11.22,154.47,0.385,207877,60,1042793,India,Free,Google Pay,0.0
485,Song_485,Artist_127,Indie,0.24,0.392,-18.82,169.0,0.426,230540,99,1390698,Germany,Premium,Credit Card,11.36
486,Song_486,Artist_137,Classical,0.903,0.768,-13.85,182.35,0.236,225139,91,1479826,Spain,Premium,Credit Card,5.22
487,Song_487,Artist_140,Electronic,0.597,0.783,-7.99,81.75,0.185,141091,81,1485105,France,Free,Google Pay,0.0
488,Song_488,Artist_129,Latin,0.661,0.51,-9.48,175.2,0.508,251972,11,1889290,Spain,Free,Debit Card,0.0
489,Song_489,Artist_58,Country,0.562,0.364,-22.38,95.67,0.885,166702,38,1894576,France,Premium,Google Pay,8.65
490,Song_490,Artist_122,R&B,0.27,0.607,-11.99,119.83,0.403,139725,34,1411215,Australia,Premium,Google Pay,8.21
491,Song_491,Artist_1,Classical,0.776,0.919,-3.68,186.2,0.089,148722,47,312279,India,Premium,Google Pay,8.59
492,Song_492,Artist_34,Classical,0.76,0.699,-21.55,123.63,0.686,275150,32,1468900,Australia,Free,Apple Pay,0.0
493,Song_493,Artist_96,Country,0.434,0.335,-6.24,87.59,0.312,138059,57,486244,Germany,Free,Debit Card,0.0
494,Song_494,Artist_126,Jazz,0.43,0.733,-9.54,82.38,0.271,138161,46,410086,Canada,Free,PayPal,0.0
495,Song_495,Artist_118,Rock,0.828,0.533,-7.97,126.22,0.342,210345,35,1634525,USA,Free,Credit Card,0.0
496,Song_496,Artist_48,Rock,0.254,0.661,-18.8,166.77,0.701,130687,92,1255623,UK,Free,Apple Pay,0.0
497,Song_497,Artist_89,Classical,0.861,0.773,-18.67,199.61,0.787,202503,22,982332,France,Premium,Debit Card,8.62
498,Song_498,Artist_117,Hip-Hop,0.392,0.602,-5.07,170.24,0.579,219770,16,257569,Canada,Free,Google Pay,0.0
499,Song_499,Artist_129,Classical,0.645,0.835,-17.08,182.78,0.34,128694,76,1710857,Japan,Free,Apple Pay,0.0
500,Song_500,Artist_16,Classical,0.902,0.763,-23.61,164.7,0.329,290590,5,1668608,Brazil,Premium,Apple Pay,11.48
501,Song_501,Artist_189,Country,0.709,0.68,-11.79,185.36,0.162,247260,90,1297361,France,Free,Credit Card,0.0
502,Song_502,Artist_192,Latin,0.511,0.318,-22.25,70.68,0.89,219459,26,1069471,UK,Free,PayPal,0.0
503,Song_503,Artist_191,Country,0.717,0.852,-7.47,190.19,0.624,281713,77,1603079,Japan,Premium,Debit Card,8.47
504,Song_504,Artist_69,R&B,0.458,0.93,-10.88,115.5,0.074,309915,24,1475148,Germany,Free,Debit Card,0.0
505,Song_505,Artist_22,Classical,0.408,0.307,-5.76,189.03,0.646,291800,67,1063037,Brazil,Premium,Debit Card,11.49
506,Song_506,Artist_93,Rock,0.948,0.581,-7.73,70.6,0.452,170087,32,1180518,Australia,Premium,Google Pay,8.45
507,Song_507,Artist_195,Indie,0.763,0.402,-22.53,160.13,0.925,294623,23,1418048,Canada,Free,Google Pay,0.0
508,Song_508,Artist_76,Rock,0.684,0.789,-16.62,163.0,0.787,306505,49,156328,Canada,Premium,Apple Pay,9.93
509,Song_509,Artist_154,Pop,0.466,0.763,-7.96,199.57,0.204,227941,62,1727819,Brazil,Free,PayPal,0.0
510,Song_510,Artist_144,Jazz,0.237,0.31,-15.82,167.64,0.698,176561,77,1098492,Japan,Free,Credit Card,0.0
511,Song_511,Artist_179,Electronic,0.223,0.884,-3.61,113.56,0.487,125364,79,374480,Brazil,Free,Credit Card,0.0
512,Song_512,Artist_86,R&B,0.616,0.341,-8.81,138.01,0.218,197008,66,1866679,USA,Premium,PayPal,11.73
513,Song_513,Artist_185,R&B,0.772,0.822,-24.66,111.32,0.679,255046,11,959431,Germany,Free,Debit Card,0.0
514,Song_514,Artist_29,Jazz,0.603,0.556,-5.64,87.44,0.543,144053,80,374755,Spain,Free,PayPal,0.0
515,Song_515,Artist_69,Indie,0.831,0.456,-22.78,94.79,0.077,291144,18,1938940,UK,Premium,Credit Card,10.06
516,Song_516,Artist_47,Electronic,0.225,0.323,-21.91,91.08,0.632,252282,98,171356,Canada,Free,Google Pay,0.0
517,Song_517,Artist_94,Latin,0.475,0.331,-8.84,136.83,0.621,292661,10,201091,UK,Premium,PayPal,5.91
518,Song_518,Artist_190,Classical,0.378,0.716,-5.97,186.86,0.18,225128,77,782563,Spain,Free,Apple Pay,0.0
519,Song_519,Artist_197,Electronic,0.535,0.629,-13.2,187.78,0.364,158966,96,1321850,Brazil,Premium,Google Pay,8.62
520,Song_520,Artist_144,Indie,0.254,0.295,-18.64,67.67,0.577,146070,60,1165279,Spain,Premium,Apple Pay,6.37
521,Song_521,Artist_176,Hip-Hop,0.916,0.288,-17.27,71.19,0.175,317715,8,1121269,Japan,Free,Apple Pay,0.0
522,Song_522,Artist_85,Pop,0.367,0.256,-17.46,94.32,0.817,229573,71,957630,Brazil,Premium,PayPal,7.46
523,Song_523,Artist_39,Electronic,0.892,0.78,-17.81,95.71,0.075,226327,48,380415,Spain,Free,Apple Pay,0.0
524,Song_524,Artist_100,Electronic,0.519,0.755,-19.66,73.28,0.143,262318,81,858107,UK,Free,Debit Card,0.0
525,Song_525,Artist_33,Pop,0.939,0.246,-11.6,114.38,0.154,270271,41,280455,France,Free,PayPal,0.0
526,Song_526,Artist_101,Classical,0.616,0.637,-5.19,142.28,0.525,159829,91,1419727,Australia,Premium,Credit Card,3.04
527,Song_527,Artist_23,Electronic,0.898,0.266,-18.24,140.94,0.608,181125,8,576177,India,Free,Debit Card,0.0
528,Song_528,Artist_10,Pop,0.204,0.905,-20.89,136.08,0.413,225111,93,1154459,USA,Premium,Google Pay,3.01
529,Song_529,Artist_69,Pop,0.761,0.908,-6.55,107.41,0.31,225277,37,1456424,UK,Premium,PayPal,8.05
530,Song_530,Artist_100,Pop,0.877,0.745,-8.68,158.9,0.778,120169,91,1839046,Japan,Premium,Credit Card,5.63
531,Song_531,Artist_34,Country,0.305,0.922,-4.52,175.71,0.111,213943,37,1056795,Brazil,Premium,Credit Card,4.56
532,Song_532,Artist_180,Indie,0.272,0.833,-21.36,108.48,0.302,212408,64,1121612,Spain,Premium,PayPal,10.55
533,Song_533,Artist_138,Country,0.518,0.846,-21.83,71.97,0.085,264021,59,674465,Brazil,Premium,Debit Card,3.27
534,Song_534,Artist_147,Hip-Hop,0.9,0.644,-13.09,101.49,0.063,167313,88,904886,USA,Premium,Credit Card,9.23
535,Song_535,Artist_186,Latin,0.607,0.439,-11.48,79.23,0.368,198735,45,1572687,USA,Premium,PayPal,8.16
536,Song_536,Artist_96,Country,0.596,0.37,-14.44,125.43,0.225,180131,16,1209926,UK,Free,PayPal,0.0
537,Song_537,Artist_1,Country,0.306,0.455,-11.82,81.83,0.292,246195,26,160067,USA,Premium,Apple Pay,4.19
538,Song_538,Artist_69,Indie,0.201,0.69,-21.03,124.8,0.789,227127,31,265969,Australia,Premium,PayPal,10.84
539,Song_539,Artist_4,Latin,0.808,0.335,-14.45,90.94,0.197,292836,27,128301,UK,Premium,Credit Card,5.89
540,Song_540,Artist_16,Jazz,0.266,0.402,-10.52,163.42,0.752,281971,90,24054,Australia,Free,Apple Pay,0.0
541,Song_541,Artist_24,Pop,0.675,0.565,-15.48,63.86,0.658,167740,43,700054,Brazil,Premium,Credit Card,8.91
542,Song_542,Artist_80,R&B,0.886,0.382,-10.05,137.66,0.344,316562,15,42178,USA,Free,Debit Card,0.0
543,Song_543,Artist_2,Latin,0.356,0.659,-15.07,83.73,0.542,274353,58,411004,Germany,Premium,Debit Card,6.18
544,Song_544,Artist_128,Hip-Hop,0.699,0.92,-17.66,60.14,0.45,232339,49,517675,UK,Free,Credit Card,0.0
545,Song_545,Artist_160,Classical,0.259,0.784,-18.32,181.69,0.166,188570,79,1586941,Canada,Premium,Google Pay,6.71
546,Song_546,Artist_84,Hip-Hop,0.653,0.72,-15.96,154.01,0.866,264400,87,191270,Brazil,Free,Google Pay,0.0
547,Song_547,Artist_152,Pop,0.323,0.655,-24.49,73.85,0.563,164047,25,1211661,Spain,Premium,Google Pay,9.78
548,Song_548,Artist_140,Latin,0.752,0.581,-10.29,152.97,0.842,239168,68,72694,India,Free,Credit Card,0.0
549,Song_549,Artist_178,Hip-Hop,0.426,0.346,-6.41,145.63,0.791,270868,36,87341,Brazil,Premium,PayPal,6.78
550,Song_550,Artist_163,Hip-Hop,0.548,0.898,-17.2,126.27,0.122,192666,80,1742770,Japan,Free,Apple Pay,0.0
551,Song_551,Artist_124,Jazz,0.65,0.394,-23.99,118.7,0.237,222173,47,1649427,France,Premium,PayPal,7.55
552,Song_552,Artist_33,Jazz,0.328,0.271,-3.29,184.19,0.181,175251,59,689285,Spain,Free,Credit Card,0.0
553,Song_553,Artist_161,Latin,0.756,0.785,-19.2,94.32,0.798,120791,85,774223,India,Premium,PayPal,8.45
554,Song_554,Artist_189,Pop,0.427,0.337,-22.21,115.76,0.826,132333,52,1727231,Germany,Premium,Debit Card,4.91
555,Song_555,Artist_179,Country,0.697,0.49,-16.87,106.08,0.525,287681,40,291397,USA,Free,Apple Pay,0.0
556,Song_556,Artist_171,Rock,0.319,0.222,-8.75,167.97,0.144,311630,43,787093,UK,Premium,Credit Card,5.94
557,Song_557,Artist_101,Electronic,0.716,0.307,-18.53,188.31,0.172,188892,56,106347,India,Premium,Apple Pay,3.21
558,Song_558,Artist_12,R&B,0.296,0.335,-12.36,178.97,0.782,291362,81,1778393,Japan,Premium,Google Pay,11.22
559,Song_559,Artist_67,Electronic,0.519,0.242,-15.86,171.68,0.886,255997,3,1882861,France,Free,Google Pay,0.0
560,Song_560,Artist_65,Indie,0.385,0.712,-22.41,198.15,0.23,261836,71,673549,France,Premium,Debit Card,11.32
561,Song_561,Artist_161,Jazz,0.761,0.853,-17.73,157.6,0.06,174226,12,223489,USA,Premium,Credit Card,9.15
562,Song_562,Artist_168,Latin,0.397,0.491,-9.05,165.15,0.348,197632,65,830586,Spain,Free,Google Pay,0.0
563,Song_563,Artist_74,Electronic,0.861,0.882,-11.54,197.59,0.077,159468,43,1941547,India,Premium,Apple Pay,7.44
564,Song_564,Artist_43,Pop,0.869,0.366,-22.36,60.98,0.795,122094,70,83423,India,Free,Apple Pay,0.0
565,Song_565,Artist_44,R&B,0.347,0.454,-21.41,148.77,0.492,165583,46,1957932,UK,Free,Debit Card,0.0
566,Song_566,Artist_29,Electronic,0.66,0.318,-10.9,163.46,0.628,169021,60,1139222,India,Free,Google Pay,0.0
567,Song_567,Artist_141,R&B,0.266,0.684,-7.1,188.5,0.42,135362,61,1301322,Canada,Premium,PayPal,7.26
568,Song_568,Artist_12,Classical,0.494,0.527,-17.31,183.74,0.361,292647,49,521604,Japan,Free,Google Pay,0.0
569,Song_569,Artist_95,Pop,0.735,0.678,-11.9,177.87,0.25,297093,87,1185831,Germany,Premium,Debit Card,5.31
570,Song_570,Artist_46,Rock,0.695,0.794,-21.25,192.41,0.743,132185,25,806455,UK,Free,Google Pay,0.0
571,Song_571,Artist_130,Hip-Hop,0.669,0.626,-18.15,135.23,0.676,290843,89,272101,Australia,Free,Credit Card,0.0
572,Song_572,Artist_35,R&B,0.412,0.69,-24.55,60.97,0.375,201678,3,279764,USA,Free,Debit Card,0.0
573,Song_573,Artist_81,Pop,0.484,0.929,-8.1,61.55,0.339,238984,68,1316211,Japan,Premium,PayPal,4.5
574,Song_574,Artist_90,R&B,0.277,0.433,-16.18,136.25,0.051,286141,63,1420220,Australia,Free,Apple Pay,0.0
575,Song_575,Artist_8,R&B,0.739,0.48,-7.05,120.94,0.107,163190,30,1088304,UK,Free,Google Pay,0.0
576,Song_576,Artist_93,Country,0.578,0.76,-9.42,123.17,0.611,260836,97,1114226,Spain,Free,Apple Pay,0.0
577,Song_577,Artist_154,Country,0.732,0.677,-6.77,116.06,0.513,278185,93,690927,Germany,Free,Debit Card,0.0
578,Song_578,Artist_90,Pop,0.387,0.339,-18.72,188.48,0.441,136888,4,1052963,Germany,Premium,Apple Pay,4.48
579,Song_579,Artist_162,Country,0.443,0.493,-20.93,110.28,0.795,134748,78,17025,France,Premium,Credit Card,6.1
580,Song_580,Artist_115,Indie,0.451,0.565,-3.62,179.87,0.504,171013,85,775047,India,Free,Debit Card,0.0
581,Song_581,Artist_105,Rock,0.219,0.527,-9.22,186.4,0.396,281275,71,919950,Japan,Free,Debit Card,0.0
582,Song_582,Artist_135,Latin,0.456,0.339,-6.65,129.93,0.195,235091,21,1803371,India,Premium,Google Pay,4.43
583,Song_583,Artist_196,Pop,0.802,0.921,-24.71,122.57,0.789,140715,71,1678537,Germany,Free,Debit Card,0.0
584,Song_584,Artist_58,Pop,0.873,0.795,-17.2,166.54,0.569,293651,1,1831491,Japan,Premium,Credit Card,8.56
585,Song_585,Artist_114,Indie,0.589,0.575,-8.66,159.12,0.133,122906,60,104896,India,Free,Google Pay,0.0
586,Song_586,Artist_75,Jazz,0.542,0.73,-23.28,105.99,0.634,213125,34,1993690,Japan,Free,Credit Card,0.0
587,Song_587,Artist_157,Jazz,0.223,0.9,-12.52,74.36,0.433,131808,87,431197,Australia,Free,PayPal,0.0
588,Song_588,Artist_120,Country,0.859,0.306,-15.56,97.08,0.78,272184,3,1734245,Spain,Premium,Google Pay,11.76
589,Song_589,Artist_164,Latin,0.21,0.395,-24.61,78.34,0.877,184945,18,1108964,Brazil,Free,Debit Card,0.0
590,Song_590,Artist_21,Country,0.909,0.623,-19.81,101.26,0.59,187105,43,1016670,India,Free,Debit Card,0.0
591,Song_591,Artist_164,Classical,0.567,0.823,-18.73,96.66,0.708,230212,76,908179,France,Free,Debit Card,0.0
592,Song_592,Artist_138,Classical,0.456,0.228,-22.54,149.28,0.101,316747,78,162506,India,Free,PayPal,0.0
593,Song_593,Artist_101,Hip-Hop,0.893,0.968,-11.11,193.63,0.554,146419,41,374074,Canada,Free,Credit Card,0.0
594,Song_594,Artist_152,Classical,0.218,0.555,-19.67,156.0,0.73,246258,92,1965450,Germany,Free,Debit Card,0.0
595,Song_595,Artist_192,Jazz,0.636,0.48,-18.89,189.73,0.497,131156,24,1608090,France,Premium,Apple Pay,6.11
596,Song_596,Artist_177,Rock,0.612,0.428,-5.24,169.78,0.584,125062,24,465050,Canada,Free,Debit Card,0.0
597,Song_597,Artist_99,Classical,0.364,0.336,-14.72,161.9,0.859,304889,3,805838,France,Free,Google Pay,0.0
598,Song_598,Artist_36,Country,0.522,0.817,-16.37,117.97,0.228,278817,59,953220,Germany,Premium,Google Pay,8.82
599,Song_599,Artist_96,R&B,0.689,0.945,-9.07,105.47,0.138,154940,58,1596853,Canada,Premium,Apple Pay,4.01
600,Song_600,Artist_152,Pop,0.745,0.523,-4.99,178.48,0.672,142463,73,43580,Japan,Premium,PayPal,5.94
601,Song_601,Artist_151,Rock,0.201,0.943,-24.45,186.76,0.791,156188,24,833163,France,Premium,Google Pay,10.57
602,Song_602,Artist_190,Rock,0.903,0.843,-15.14,123.26,0.815,191813,66,602829,Japan,Premium,PayPal,4.35
603,Song_603,Artist_37,Country,0.323,0.575,-11.56,61.27,0.627,154017,40,663221,Australia,Free,PayPal,0.0
604,Song_604,Artist_12,Pop,0.375,0.726,-17.99,170.95,0.8,234375,92,303183,Japan,Premium,Apple Pay,8.68
605,Song_605,Artist_113,Jazz,0.398,0.539,-8.01,99.91,0.681,281316,71,404569,Spain,Free,Google Pay,0.0
606,Song_606,Artist_183,Rock,0.228,0.636,-3.63,61.38,0.129,122697,9,1417891,India,Free,Debit Card,0.0
607,Song_607,Artist_13,Hip-Hop,0.292,0.245,-4.24,172.7,0.736,265975,60,1720566,Brazil,Free,PayPal,0.0
608,Song_608,Artist_23,Country,0.94,0.743,-19.15,132.44,0.211,230930,39,589338,Japan,Premium,PayPal,9.56
609,Song_609,Artist_99,Rock,0.436,0.241,-20.02,155.93,0.263,174086,33,1176857,India,Premium,Google Pay,8.9
610,Song_610,Artist_105,Latin,0.286,0.837,-3.94,188.06,0.405,208385,34,191173,Brazil,Premium,Google Pay,9.43
611,Song_611,Artist_30,Pop,0.28,0.843,-14.91,135.76,0.333,156652,62,595542,UK,Free,Apple Pay,0.0
612,Song_612,Artist_17,Classical,0.74,0.385,-20.42,130.45,0.339,258326,85,1152030,India,Free,Credit Card,0.0
613,Song_613,Artist_113,Rock,0.841,0.452,-9.45,100.69,0.202,181631,61,1328627,France,Premium,Credit Card,7.76
614,Song_614,Artist_62,Country,0.393,0.575,-18.74,102.73,0.314,200527,93,1674649,Australia,Premium,Credit Card,8.35
615,Song_615,Artist_84,Classical,0.216,0.665,-19.12,171.52,0.068,296649,27,529772,Brazil,Free,PayPal,0.0
616,Song_616,Artist_112,Hip-Hop,0.367,0.424,-5.66,122.86,0.476,224084,17,548482,India,Free,Apple Pay,0.0
617,Song_617,Artist_86,Classical,0.242,0.662,-21.43,82.89,0.742,239771,60,1073462,Germany,Premium,Credit Card,4.53
618,Song_618,Artist_141,Latin,0.278,0.432,-23.58,73.23,0.826,233645,42,9537,India,Free,Google Pay,0.0
619,Song_619,Artist_187,Jazz,0.524,0.243,-19.08,126.21,0.788,179019,47,232688,India,Premium,PayPal,10.57
620,Song_620,Artist_19,Rock,0.372,0.202,-11.65,125.09,0.425,271539,87,1335119,Spain,Premium,PayPal,11.89
621,Song_621,Artist_177,Electronic,0.587,0.279,-22.29,151.48,0.707,240807,53,745551,Germany,Free,Google Pay,0.0
622,Song_622,Artist_100,Electronic,0.39,0.818,-14.62,125.95,0.309,224528,21,1927818,Canada,Free,Apple Pay,0.0
623,Song_623,Artist_140,Classical,0.905,0.95,-11.2,80.09,0.1,185233,8,1541236,India,Premium,Apple Pay,7.28
624,Song_624,Artist_189,Indie,0.879,0.533,-6.33,131.09,0.658,120372,73,532180,Australia,Premium,Credit Card,7.32
625,Song_625,Artist_147,Pop,0.625,0.6,-19.94,186.95,0.634,191564,97,1441299,Germany,Free,Google Pay,0.0
626,Song_626,Artist_76,Electronic,0.466,0.315,-7.02,82.32,0.771,243297,58,1046933,Australia,Free,Debit Card,0.0
627,Song_627,Artist_9,Indie,0.486,0.63,-19.83,156.57,0.604,248058,68,565832,UK,Free,Apple Pay,0.0
628,Song_628,Artist_199,Electronic,0.509,0.313,-10.11,143.14,0.191,183615,63,1419337,Spain,Free,Credit Card,0.0
629,Song_629,Artist_28,Indie,0.746,0.677,-15.53,164.8,0.818,149445,59,20267,UK,Premium,PayPal,8.44
630,Song_630,Artist_128,Pop,0.539,0.928,-22.48,81.08,0.615,310219,82,1876404,India,Free,Apple Pay,0.0
631,Song_631,Artist_52,R&B,0.843,0.353,-9.29,191.82,0.777,205532,96,767921,India,Premium,Debit Card,8.05
632,Song_632,Artist_83,Electronic,0.908,0.796,-20.21,146.94,0.747,229435,30,114204,Brazil,Premium,PayPal,3.14
633,Song_633,Artist_111,Latin,0.452,0.218,-21.11,178.59,0.318,314841,25,1998420,India,Free,PayPal,0.0
634,Song_634,Artist_144,Rock,0.621,0.493,-17.12,94.52,0.117,275203,97,518130,Australia,Free,Google Pay,0.0
635,Song_635,Artist_117,Indie,0.271,0.286,-10.63,163.52,0.209,273806,99,783513,Japan,Premium,Google Pay,8.85
636,Song_636,Artist_69,Rock,0.35,0.475,-19.85,169.34,0.134,285172,56,491888,France,Premium,Apple Pay,10.81
637,Song_637,Artist_99,Country,0.51,0.335,-20.96,115.64,0.269,265810,34,1681342,USA,Free,Debit Card,0.0
638,Song_638,Artist_140,Country,0.355,0.491,-24.78,113.75,0.464,196974,50,1617268,Canada,Premium,Google Pay,9.48
639,Song_639,Artist_25,Pop,0.857,0.526,-14.62,152.09,0.866,241049,2,692588,UK,Premium,Credit Card,10.83
640,Song_640,Artist_180,Indie,0.319,0.434,-15.57,73.08,0.835,299871,77,1363456,Australia,Free,PayPal,0.0
641,Song_641,Artist_123,Hip-Hop,0.542,0.712,-19.85,162.99,0.697,298501,53,1562213,Japan,Free,Credit Card,0.0
642,Song_642,Artist_53,Country,0.654,0.917,-23.82,66.0,0.072,251827,41,486641,Australia,Free,PayPal,0.0
643,Song_643,Artist_151,Pop,0.719,0.512,-15.56,86.68,0.357,182716,23,206956,France,Premium,Credit Card,4.59
644,Song_644,Artist_144,Country,0.487,0.35,-7.66,152.98,0.664,189061,61,409853,Australia,Free,PayPal,0.0
645,Song_645,Artist_57,Country,0.852,0.411,-9.26,73.77,0.166,149884,87,1305105,USA,Free,Google Pay,0.0
646,Song_646,Artist_39,Hip-Hop,0.626,0.866,-6.06,196.06,0.771,121796,31,733120,Australia,Free,Credit Card,0.0
647,Song_647,Artist_109,Electronic,0.53,0.646,-24.79,181.58,0.873,264826,66,1751116,USA,Premium,Apple Pay,10.85
648,Song_648,Artist_181,Classical,0.25,0.555,-3.74,147.68,0.369,263233,2,449915,India,Free,Apple Pay,0.0
649,Song_649,Artist_42,R&B,0.549,0.317,-17.49,174.67,0.685,237747,69,1640707,Germany,Premium,Debit Card,9.4
650,Song_650,Artist_186,Country,0.816,0.551,-3.21,184.26,0.183,187713,60,737532,India,Free,Debit Card,0.0
651,Song_651,Artist_167,Country,0.661,0.417,-19.44,96.33,0.672,213668,78,472178,UK,Premium,Debit Card,5.02
652,Song_652,Artist_142,Latin,0.824,0.936,-14.63,178.92,0.069,187586,23,1982660,India,Premium,Credit Card,11.63
653,Song_653,Artist_122,R&B,0.571,0.89,-17.21,87.27,0.186,302213,57,767020,Spain,Free,PayPal,0.0
654,Song_654,Artist_133,Hip-Hop,0.289,0.265,-17.17,117.87,0.689,242206,35,200460,UK,Free,Debit Card,0.0
